,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
28,107.9396287,100.5266071,98.55149158,92.57694652,87.17616919,72.50289946,79.80786593,70.98288407,58.53198643,74.24319288,80.36834405,84.3917511,56.11911013,43.32380311,49.6850333,33.5543217,29.71425042,25.43918024,50.47267095,51.60679312,61.22774129,18.66190199,18.2468088,10.44263014,20.98805055,20.84552112,17.83000034,0,1.548604148,2.557989106,2.083712145,9.391937293,9.4185959,7.467545609,7.633533524,9.308025797,10.51425378,12.53932878,24.38585957,66.37532109,104.5696897,58.52388542,11.40443621
29,108.0565006,100.4171411,98.45027506,92.50697822,87.36129533,72.57799168,79.50748814,70.7435146,58.57396777,73.6626358,79.7568173,83.74234998,55.70558663,43.39627454,49.856989,33.14487294,29.43486071,24.86192797,49.30329468,50.43722146,59.89416365,18.7777616,18.37512457,9.275152997,20.0022243,19.84111515,16.52498987,1.548604148,0,1.281476103,1.171143919,10.94010445,10.96544778,6.825912266,7.010613373,8.563029899,9.746149757,11.75780183,24.62318574,67.78046925,105.6223942,57.84338656,12.83982339
30,109.1167833,101.3625043,99.40042955,93.4748907,88.45384994,73.62237522,80.34170798,71.61762886,59.60521888,74.30094381,80.36942918,84.32373743,56.47158543,44.44713781,50.95016649,33.92906819,30.30712309,25.53929271,49.37478019,50.50779276,59.72557769,19.87110017,19.47447718,9.473818666,20.33007357,20.14980277,16.46053124,2.557989106,1.281476103,0,0.644107637,11.76974619,11.77402719,5.642621416,5.83291039,7.331328743,8.503810013,10.50767534,23.81434637,68.11298079,105.4568156,56.59926952,13.9623175
31,109.2243268,101.5600139,99.59453472,93.65615167,88.5319279,73.74346734,80.61096929,71.86223568,59.7371194,74.67373462,80.75426978,84.72266305,56.77913345,44.5624118,51.02755924,34.2250536,30.55089245,25.88945774,49.94191319,51.07520972,60.33990479,19.94791922,19.54565627,9.993788459,20.81968063,20.64561388,17.05150825,2.083712145,1.171143919,0.644107637,0,11.15980128,11.15982919,5.674574007,5.856619106,7.439377687,8.631499366,10.6503221,23.52372236,67.47683239,104.9088315,56.72030196,13.46000261
32,107.9468551,101.9312012,99.91680886,93.78844034,86.88071825,72.9949235,82.46094846,73.35333561,59.38956507,78.53924202,84.79925026,89.01371488,59.65236566,44.29957363,49.91385311,37.54596391,33.16444237,30.61331914,58.0806887,59.20888532,69.61108445,20.82541784,20.39568815,18.82742552,28.21073328,28.1513118,26.39929282,9.391937293,10.94010445,11.76974619,11.15980128,0,0.243138896,14.5258773,14.59843249,16.32017723,17.41905597,19.23714223,24.80414405,57.89616615,98.27988759,63.10882686,4.900170201
33,108.1896569,102.1731563,100.1588412,94.03076079,87.12318521,73.23801488,82.69687817,73.59059945,59.63204948,78.76010682,85.01889938,89.23120522,59.87973941,44.54116225,50.15693525,37.76412982,33.38709597,30.8114128,58.23283263,59.3613971,69.7350066,21.0528964,20.62287298,18.93119187,28.36348355,28.30171631,26.50347177,9.4185959,10.96544778,11.77402719,11.15982919,0.243138896,0,14.43938228,14.50901069,16.22467991,17.31681183,19.12411475,24.57446345,57.7642513,98.0795687,62.91891976,5.133489343
34,114.6929661,106.7640483,104.8110536,98.91788691,94.06407047,79.18260608,85.52418942,76.89000854,65.15144389,79.00310192,84.99443548,88.85665358,61.51864871,50.02131014,56.5638112,39.06179435,35.62465495,30.47559636,52.33496818,53.45833692,61.70335637,25.49341718,25.10055203,13.67510942,24.43903529,24.20830243,19.4736113,7.467545609,6.825912266,5.642621416,5.674574007,14.5258773,14.43938228,0,0.200486595,1.891895128,3.093249832,5.104172642,18.96591123,67.42221155,102.575541,51.07022525,17.96388705
35,114.8903586,106.964373,105.0113299,99.11792861,94.25965136,79.38050817,85.72422013,77.09043215,65.34971872,79.19786672,85.18794817,89.04862039,61.71777429,50.21860741,56.75905227,39.26177184,35.82512639,30.67432355,52.49518398,53.6181946,61.8368117,25.68767124,25.29443385,13.86925161,24.62770874,24.3962203,19.6444341,7.633533524,7.010613373,5.83291039,5.856619106,14.59843249,14.50901069,0.200486595,0,1.768328388,2.958476947,4.95923456,18.77348041,67.34307069,102.4265666,50.89812165,18.07461171
36,116.1604556,108.0580666,106.1129189,100.2484141,95.58559279,80.63482494,86.66579835,78.09553643,66.5911043,79.87227846,85.82019141,89.63380263,62.59057756,51.49997918,58.09818016,40.21296786,36.897987,31.54216691,52.48321085,53.60031888,61.473342,27.06243086,26.67747344,14.60167702,25.16810934,24.91894622,19.85003515,9.308025797,8.563029899,7.331328743,7.439377687,16.32017723,16.22467991,1.891895128,1.768328388,0,1.208686278,3.232134939,18.26990079,68.2783351,102.642118,49.28213001,19.84219335
37,117.2007544,109.007934,107.067121,101.2182984,96.65402702,81.66949678,87.53486531,79.00071329,67.62092888,80.58925036,86.51103902,90.29580553,63.42577188,52.55173032,59.17603224,41.10009363,37.85113012,32.39092293,52.78060666,53.89313048,61.52679216,28.16461235,27.78337584,15.4170624,25.84197125,25.5830363,20.33843418,10.51425378,9.746149757,8.503810013,8.631499366,17.41905597,17.31681183,3.093249832,2.958476947,1.208686278,0,2.025107606,17.75516557,68.69194198,102.5325658,48.09763899,21.01397238
38,119.014,110.688547,108.7543757,102.9294051,98.50870658,83.47716948,89.09664933,80.61844054,69.4234355,81.91954821,87.79911066,91.53785868,64.94250816,54.3879781,61.0473403,42.70543846,39.55399938,33.94893813,53.46345215,54.56744303,61.80245932,30.07636162,29.70004274,16.97398028,27.15674713,26.88411371,21.39935858,12.53932878,11.75780183,10.50767534,10.6503221,19.23714223,19.12411475,5.104172642,4.95923456,3.232134939,2.025107606,0,16.92406153,69.30074168,102.2473281,46.0922495,22.95265948
39,131.9634773,124.8933669,122.9135941,116.9168706,111.0434038,96.65424152,104.13067,95.35162907,82.75770662,97.95476379,103.957803,107.8217917,80.28461072,67.5306556,73.68149724,57.74254181,54.05224371,49.31016459,70.38718567,71.49058197,78.41671657,42.91900494,42.49362373,32.6377055,43.38346972,43.14473954,38.08812671,24.38585957,24.62318574,23.81434637,23.52372236,24.80414405,24.57446345,18.96591123,18.77348041,18.26990079,17.75516557,16.92406153,0,57.24801568,85.89039505,40.58388664,29.70094339
40,145.747876,145.2891031,143.2727068,137.0564288,125.4196258,115.8362661,130.8859876,121.6604154,105.0435613,131.1807742,137.4949266,141.9882757,111.7157789,92.59450993,95.35176104,92.18151117,87.53647632,87.1087407,115.8341489,116.955185,127.4794702,75.69942976,75.34847066,76.58418638,86.01073345,85.97360097,84.1264216,66.37532109,67.78046925,68.11298079,67.47683239,57.89616615,57.7642513,67.42221155,67.34307069,68.2783351,68.69194198,69.30074168,57.24801568,0,50.01475137,89.71962282,59.45170684
41,195.3043182,193.9140019,191.8802058,185.6243884,174.7150985,164.2328996,177.8851877,168.5909089,152.5385861,176.1899648,182.5108179,186.8503779,156.8730768,138.9610948,142.6738814,135.5473909,131.0115248,128.8890094,154.781152,155.9114851,164.0410694,118.6161005,118.2085651,114.8877797,125.5530468,125.4146972,121.7876872,104.5696897,105.6223942,105.4568156,104.9088315,98.27988759,98.0795687,102.575541,102.4265666,102.642118,102.5325658,102.2473281,85.89039505,50.01475137,0,100.1333138,101.4210754
42,163.4631169,153.5920676,151.7581752,146.2765154,143.4893605,128.0581167,130.793427,123.1381013,114.0662022,120.8354135,125.9581251,128.9398172,106.6690743,99.47085747,106.3641329,86.06034185,83.8181449,77.30226465,85.82044559,86.67414309,87.19574849,75.86675552,75.51637608,61.45446403,69.19722052,68.85418611,62.49138011,58.52388542,57.84338656,56.59926952,56.72030196,63.10882686,62.91891976,51.07022525,50.89812165,49.28213001,48.09763899,46.0922495,40.58388664,89.71962282,100.1333138,0,67.68189643
43,103.1929192,97.41857649,95.39817828,89.24543531,82.10292529,68.34767916,78.28945112,69.12505128,54.84126194,74.93888577,81.23364508,85.5150221,55.84574461,39.84341413,45.27813025,34.12702375,29.61026365,27.88794238,56.43567175,57.55104231,68.60563811,17.20032207,16.78988805,18.76655614,26.76403782,26.76485437,26.13709742,11.40443621,12.83982339,13.9623175,13.46000261,4.900170201,5.133489343,17.96388705,18.07461171,19.84219335,21.01397238,22.95265948,29.70094339,59.45170684,101.4210754,67.68189643,0
