#1
double tab1(17520,2)   # comment line
0	    0.06900712
1800	0.048730715
3600	0.050668324
5400	0.041691251
7200	0.04027165
9000	0.037854813
10800	0.039627044
12600	0.038168729
14400	0.040151486
16200	0.041497155
18000	0.087304231
19800	0.125638766
21600	0.249187736
23400	0.341038751
25200	0.408314846
27000	0.636096733
28800	0.64935714
30600	0.563291348
32400	0.378902862
34200	0.252503567
36000	0.226506681
37800	0.237773288
39600	0.249263418
41400	0.254725025
43200	0.280008196
45000	0.227749694
46800	0.222737281
48600	0.234756564
50400	0.238971876
52200	0.282446582
54000	0.349276615
55800	0.380373042
57600	0.56440381
59400	0.601798693
61200	0.689503375
63000	0.67429423
64800	0.675065401
66600	0.555491516
68400	0.533871102
70200	0.503518373
72000	0.434349424
73800	0.427099861
75600	0.407675223
77400	0.348255682
79200	0.268991405
81000	0.205787104
82800	0.134807093
84600	0.078958239
86400	0.06639072
88200	0.047004453
90000	0.048788407
91800	0.040170538
93600	0.03875503
95400	0.036451755
97200	0.038140713
99000	0.036750921
100800	0.038640512
102600	0.040173395
104400	0.08407853
106200	0.121300521
108000	0.239732886
109800	0.327455834
111600	0.391758589
113400	0.608524391
115200	0.620848662
117000	0.53857649
118800	0.362601618
120600	0.241953747
122400	0.216990571
124200	0.22760256
126000	0.238427568
127800	0.243632546
129600	0.267727709
131400	0.217862122
133200	0.213022622
135000	0.224539753
136800	0.228619606
138600	0.270114132
140400	0.333866562
142200	0.363940106
144000	0.539761903
145800	0.575712728
147600	0.659609393
149400	0.645114896
151200	0.64584983
153000	0.531769268
154800	0.511039533
156600	0.481925188
158400	0.415818519
160200	0.408784378
162000	0.390147244
163800	0.333331878
165600	0.257604242
167400	0.197181956
169200	0.129349324
171000	0.075686422
172800	0.056840995
174600	0.053937863
176400	0.049598411
178200	0.045223827
180000	0.047570075
181800	0.046542171
183600	0.050162432
185400	0.044255462
187200	0.047924448
189000	0.06250063
190800	0.203259667
192600	0.362314763
194400	0.525401787
196200	0.752187643
198000	0.850279714
199800	0.754257411
201600	0.527192755
203400	0.393835551
205200	0.25663572
207000	0.230170368
208800	0.202822755
210600	0.227144891
212400	0.235173572
214200	0.206616373
216000	0.207255836
217800	0.192409354
219600	0.199946242
221400	0.200899898
223200	0.219902455
225000	0.257862911
226800	0.359028013
228600	0.453456618
230400	0.547047771
232200	0.737671349
234000	0.890492849
235800	0.850522607
237600	0.833465689
239400	0.7260747
241200	0.717258108
243000	0.662002057
244800	0.598144567
246600	0.568308277
248400	0.493736233
250200	0.409473705
252000	0.291999575
253800	0.197887636
255600	0.138019127
257400	0.088183679
259200	0.053627079
261000	0.050839949
262800	0.046722578
264600	0.04257267
266400	0.044647222
268200	0.043695235
270000	0.047048119
271800	0.041577413
273600	0.044975423
275400	0.058868718
277200	0.189625535
279000	0.338016025
280800	0.490140663
282600	0.700472309
284400	0.791614951
286200	0.702192389
288000	0.491405709
289800	0.367504057
291600	0.240043578
293400	0.215237609
295200	0.189614539
297000	0.211943521
298800	0.219182414
300600	0.192734329
302400	0.193326564
304200	0.179478168
306000	0.186360001
307800	0.187341636
309600	0.205039157
311400	0.240294426
313200	0.334086312
315000	0.422229704
316800	0.509597494
318600	0.686634479
320400	0.828661289
322200	0.79164308
324000	0.775845914
325800	0.676189546
327600	0.667827287
329400	0.616356978
331200	0.556920496
333000	0.529090965
334800	0.459829673
336600	0.381495183
338400	0.27240196
340200	0.184945496
342000	0.129203386
343800	0.082359689
345600	0.047823176
347400	0.045245528
349200	0.041529207
351000	0.037785035
352800	0.03936894
354600	0.038554048
356400	0.041424085
358200	0.036741213
360000	0.039649876
361800	0.052309968
363600	0.16500411
365400	0.294135745
367200	0.426463774
369000	0.607081312
370800	0.685674209
372600	0.608169901
374400	0.426779076
376200	0.31995289
378000	0.210080382
379800	0.188271038
381600	0.165762263
383400	0.184491874
385200	0.190304514
387000	0.167665207
388800	0.168172155
390600	0.15612617
392400	0.161825062
394200	0.162857223
396000	0.178198022
397800	0.208568084
399600	0.289044927
401400	0.365838061
403200	0.441967286
405000	0.594468698
406800	0.717001735
408600	0.685314505
410400	0.671792283
412200	0.586103609
414000	0.578561813
415800	0.53392805
417600	0.482475321
419400	0.458269727
421200	0.398598946
423000	0.330969703
424800	0.23701128
426600	0.161573715
428400	0.113283332
430200	0.07184234
432000	0.059747017
